sat_id,sat_beam_id,sat_beam_ch_id,macd_id,concat,Ref,FWD Msps,FWD Rolloff,Modulation,Coding Rate,Ideal Spectral Efficiency,MACD_capacity_Mbps,beam-capacity,beam-capacity-lap3
1A,1,1,1,1A111,1AB001C1-MACD_1,52,0.2,32APSK,0.8,4.1,197.57855,900,900
1A,1,1,4,1A114,1AB001C1-MACD_4,52,0.1,32APSK,0.8,4,178.2493269,900,900
1A,1,1,2,1A112,1AB001C1-MACD_2,52,0.1,32APSK,0.8,4.1,171,900,900
1A,1,1,3,1A113,1AB001C1-MACD_3,52,0.1,32APSK,0.8,4.1,170.9814375,900,900
1A,1,1,5,1A115,1AB001C1-MACD_4,52,0.1,32APSK,0.8,4,170.9814375,900,900
1B,1,1,1,1B111,1BB001C1-MACD_1,52,0.2,32APSK,0.8,4,197.57855,874.6,885.3
1B,1,1,2,1B112,1BB001C1-MACD_2,46,0.1,32APSK,0.8,4,174.781025,874.6,885.3
1B,1,1,3,1B113,1BB001C1-MACD_3,45,0.1,32APSK,0.8,4.1,170.9814375,874.6,885.3
1B,1,1,5,1B115,1BB001C1-MACD_4,45,0.1,32APSK,0.8,4,170.9814375,874.6,885.3
1B,1,1,4,1B114,1BB001C1-MACD_4,45,0.1,32APSK,0.8,4,160.2,874.6,885.3
1A,2,1,6,1A216,1AB002C1-MACD_6,50,0.1,32APSK,0.8,4.1,198.0548077,411.5,396
1A,2,1,5,1A215,1AB002C1-MACD_5,52,0.1,32APSK,0.8,4,205.5,411.5,396
1B,2,1,4,1B214,1BB002C1-MACD_4,52,0.2,32APSK,0.9,4.4,219.8927,228.7,219.9
1A,3,1,2,1A312,1AB003C1-MACD_2,50,0.1,32APSK,0.9,4.4,211.4352885,434.1,409
1A,3,1,1,1A311,1AB003C1-MACD_1,52,0.1,32APSK,0.8,4.1,197.57855,434.1,409
1B,3,1,1,1B311,1BB003C1-MACD_1,50,0.1,16APSK,0.8,3.2,152.1934135,158.3,158.7
1A,4,1,3,1A413,1AB004C1-MACD_3,52,0.2,32APSK,0.8,4.1,205.977,214.2,206
1B,4,1,2,1B412,1BB004C1-MACD_2,52,0.2,32APSK,0.9,4.4,219.8927,228.7,219.9
1A,5,1,1,1A511,1AB005C1-MACD_1,52,0.2,32APSK,0.9,4.4,219.8927,228.7,219.9
1B,5,1,1,1B511,1BB005C1-MACD_1,15,0.1,32APSK,0.8,4.1,56.9938125,61.8,59.4
1A,6,1,1,1A611,1AB006C1-MACD_1,52,0.2,32APSK,0.9,4.5,219.9,219.9,222.7
1B,6,1,1,1B611,1BB006C1-MACD_1,52,0.1,32APSK,0.9,4.4,219.8927,228.7,219.9
1A,7,1,7,1A717,1AB007C1-MACD_7,45,0.1,32APSK,0.8,4.1,178.2493269,533.6,524
1A,7,1,6,1A716,1AB007C1-MACD_6,45,0.1,32APSK,0.8,4,170.9814375,533.6,524
1A,7,1,5,1A715,1AB007C1-MACD_5,46,0.1,32APSK,0.8,3.7,163.7995865,533.6,524
1B,7,1,5,1B715,1BB007C1-MACD_5,46,0.1,32APSK,0.8,4,163.7995865,474.3,456
1B,7,1,6,1B716,1BB007C1-MACD_6,38,0.1,32APSK,0.8,4,144.384325,474.3,456
1B,7,1,7,1B717,1BB007C1-MACD_7,36,0.1,32APSK,0.8,4,136.78515,474.3,456
1A,8,1,4,1A814,1AB008C1-MACD_4,52,0.2,32APSK,0.9,4.5,222.65135,231.6,291
1B,8,1,4,1B814,1BB008C1-MACD_4,15,0.1,32APSK,0.9,4.5,64.22635096,66.8,64.2
1A,9,1,1,1A911,1AB009C1-MACD_1,52,0.2,16APSK,0.9,3.5,165.0092,183.2,176.2
1B,9,1,1,1B911,1BB009C1-MACD_1,15,0.1,32APSK,0.8,4,56.9938125,59.3,57
1A,10,1,8,1A1018,1AB010C1-MACD_8,52,0.2,32APSK,0.8,4.1,205.977,214.2,269.4
1B,10,1,8,1B1018,1BB010C1-MACD_8,52,0.1,32APSK,0.8,3.7,185.16475,192.6,185.2
1A,11,1,2,1A1112,1AB011C1-MACD_2,52,0.2,32APSK,0.9,4.5,208,413.5,417.5
1A,11,1,1,1A1111,1AB011C1-MACD_1,52,0.2,32APSK,0.8,4,197.57855,413.5,417.5
1B,11,1,2,1B1112,1BB011C1-MACD_2,52,0.2,32APSK,0.8,4.1,205.977,406.8,391.1
1B,11,1,1,1B1111,1BB011C1-MACD_1,52,0.2,32APSK,0.8,3.7,185.16475,406.8,391.1
1A,12,1,8,1A1216,1AB012C1-MACD_6,52,0.2,32APSK,0.9,4.4,228.7,228.7,197.6
1B,12,1,7,1B1216,1BB012C1-MACD_6,15,0.1,32APSK,0.8,4.1,61.8,61.8,57
1A,13,1,4,1A1314,1AB013C1-MACD_4,52,0.2,32APSK,0.9,4.4,219.8927,228.7,176
1B,13,1,3,1B1313,1BB013C1-MACD_3,15,0.1,32APSK,0.8,4,53.41290865,59.3,57
1A,14,1,1,1A1411,1AB014C1-MACD_1,36,0.1,32APSK,0.8,3.7,128.1909808,259.8,249.8
1A,14,1,2,1A1412,1AB014C1-MACD_2,32,0.1,32APSK,0.8,4,121.5868,259.8,249.8
1B,14,1,1,1B1411,1BB014C1-MACD_1,15,0.1,32APSK,0.8,3.7,53.41290865,55.5,53.4
1A,15,1,7,1A1517,1AB015C1-MACD_7,52,0.2,32APSK,0.8,3.7,178.0430288,1462.4,1462.5
1A,15,1,8,1A1518,1AB015C1-MACD_8,52,0.2,32APSK,0.8,4,178.0430288,1462.4,1462.5
1A,15,1,1,1A1511,1AB015C1-MACD_1,52,0.2,32APSK,0.8,3.7,176.15715,1462.4,1462.5
1A,15,1,2,1A1512,1AB015C1-MACD_2,52,0.2,32APSK,0.8,3.7,181.6,1462.4,1462.5
1A,15,1,3,1A1513,1AB015C1-MACD_3,52,0.2,32APSK,0.8,3.7,181.6,1462.4,1462.5
1A,15,1,4,1A1514,1AB015C1-MACD_4,52,0.2,32APSK,0.8,3.7,178,1462.4,1462.5
1A,15,1,5,1A1515,1AB015C1-MACD_5,52,0.2,32APSK,0.8,3.7,178,1462.4,1462.5
1A,15,1,6,1A1516,1AB015C1-MACD_6,52,0.2,32APSK,0.8,3.7,169.381875,1462.4,1462.5
1B,15,1,1,1B1511,1BB015C1-MACD_1,52,0.2,32APSK,0.8,4.1,185.16475,1469.9,1249.9
1B,15,1,2,1B1512,1BB015C1-MACD_2,50,0.1,32APSK,0.8,4.1,169.381875,1469.9,1249.9
1B,15,1,3,1B1513,1BB015C1-MACD_3,50,0.1,32APSK,0.9,4.4,178,1469.9,1249.9
1B,15,1,4,1B1514,1BB015C1-MACD_4,50,0.1,32APSK,0.9,4.4,169.381875,1469.9,1249.9
1B,15,1,6,1B1516,1BB015C1-MACD_2,50,0.1,32APSK,0.8,4.1,178,1469.9,1249.9
1B,15,1,7,1B1517,1BB015C1-MACD_3,49,0.1,32APSK,0.9,4.4,174.4821683,1469.9,1249.9
1B,15,1,5,1B1515,1BB015C1-MACD_1,50,0.1,32APSK,0.8,4.1,169.381875,1469.9,1249.9
1A,16,1,7,1A1617,1AB016C1-MACD_7,36,0.1,32APSK,0.8,4,128.1909808,268.8,258.4
1A,16,1,8,1A1618,1AB016C1-MACD_8,32,0.1,32APSK,0.8,4,113.9475385,268.8,258.4
1B,16,1,4,1B1617,1BB016C1-MACD_7,36,0.1,32APSK,0.8,3.7,128.1909808,246,185
1A,17,1,6,1A1714,1AB017C1-MACD_4,52,0.2,32APSK,0.9,4.4,185,337,337
1A,17,1,7,1A1714,1AB017C1-MACD_4,52,0.2,32APSK,0.9,4.4,152,337,337
1B,17,1,4,1B1714,1BB017C1-MACD_4,50,0.1,32APSK,0.8,4.1,198.0548077,206,198.1
1A,18,1,3,1A1813,1AB018C1-MACD_3,52,0.2,32APSK,0.8,4.1,205.977,214.2,384.3
1B,18,1,3,1B1813,1BB018C1-MACD_3,50,0.1,32APSK,0.8,3.7,178.0430288,185.2,178
1A,19,1,3,1A1913,1AB019C1-MACD_3,52,0.1,32APSK,0.8,4.1,197.57855,817.8,798.7
1A,19,1,1,1A1911,1AB019C1-MACD_1,52,0.1,32APSK,0.8,4,197.57855,817.8,798.7
1A,19,1,4,1A1914,1AB019C1-MACD_4,52,0.1,32APSK,0.8,4,197.57855,817.8,798.7
1A,19,1,2,1A1912,1AB019C1-MACD_2,52,0.1,32APSK,0.8,3.7,192.6,817.8,798.7
1B,19,1,1,1B1911,1BB019C1-MACD_1,52,0.2,32APSK,0.8,4.1,197.57855,642.6,617.9
1B,19,1,2,1B1912,1BB019C1-MACD_2,52,0.2,32APSK,0.8,4.1,197.57855,642.6,617.9
1B,19,1,3,1B1913,1BB019C1-MACD_3,52,0.2,32APSK,0.8,4.1,197.57855,642.6,617.9
1A,20,2,8,1A2028,1AB020C2-MACD_8,48,0.1,32APSK,0.8,4.1,182.3802,906.7,877.3
1A,20,1,6,1A2016,1AB020C1-MACD_6,52,0.1,32APSK,0.8,3.7,176.15715,1433.4,1378.2
1A,20,1,7,1A2017,1AB020C1-MACD_7,52,0.1,32APSK,0.8,3.7,185.16475,1433.4,1378.2
1A,20,1,8,1A2018,1AB020C1-MACD_8,52,0.2,32APSK,0.8,3.7,185.16475,1433.4,1378.2
1A,20,2,6,1A2026,1AB020C2-MACD_6,48,0.1,32APSK,0.8,4,182.3802,906.7,877.3
1A,20,2,7,1A2027,1AB020C2-MACD_7,48,0.1,32APSK,0.8,4,182.3802,906.7,877.3
1A,20,1,5,1A2015,1AB020C1-MACD_5,52,0.1,16APSK,0.9,3.5,165.0092,1433.4,1378.2
1A,20,2,5,1A2025,1AB020C2-MACD_5,48,0.1,32APSK,0.8,3.7,170.9213077,906.7,877.3
1A,20,1,1,1A2011,1AB020C1-MACD_1,52,0.2,16APSK,0.8,3.3,165.0092,1433.4,1378.2
1A,20,1,2,1A2012,1AB020C1-MACD_2,52,0.2,16APSK,0.8,3.3,165.0092,1433.4,1378.2
1A,20,1,3,1A2013,1AB020C1-MACD_3,52,0.2,16APSK,0.8,3.2,158.28115,1433.4,1378.2
1A,20,1,4,1A2014,1AB020C1-MACD_4,52,0.2,16APSK,0.8,3.2,158.28115,1433.4,1378.2
1A,20,2,4,1A2024,1AB020C2-MACD_4,46,0.1,16APSK,0.8,3.3,140.0179404,906.7,877.3
1B,20,1,3,1B2013,1BB020C1-MACD_3,52,0.2,32APSK,0.8,3.7,176.15715,1456.7,1397.5
1B,20,1,5,1B2015,1BB020C1-MACD_5,52,0.1,32APSK,0.8,3.7,176.15715,1456.7,1397.5
1B,20,1,6,1B2016,1BB020C1-MACD_6,52,0.1,32APSK,0.8,3.7,176.15715,1456.7,1397.5
1B,20,1,7,1B2017,1BB020C1-MACD_7,52,0.1,32APSK,0.8,3.7,185.16475,1456.7,1397.5
1B,20,2,6,1B2026,1BB020C2-MACD_6,48,0.1,32APSK,0.8,4,170.9213077,883.4,841
1B,20,2,7,1B2027,1BB020C2-MACD_7,48,0.1,32APSK,0.8,4,170.9213077,883.4,841
1B,20,2,8,1B2028,1BB020C2-MACD_8,48,0.1,32APSK,0.8,4,170.9213077,883.4,841
1B,20,1,2,1B2012,1BB020C1-MACD_2,52,0.2,16APSK,0.9,3.5,158.28115,1456.7,1397.5
1B,20,1,4,1B2014,1BB020C1-MACD_4,52,0.1,16APSK,0.9,3.5,176.15715,1456.7,1397.5
1B,20,2,5,1B2025,1BB020C2-MACD_5,48,0.1,32APSK,0.8,3.7,162.6066,883.4,841
1B,20,1,8,1B2018,1BB020C1-MACD_8,47,0.1,16APSK,0.9,3.5,159.2189625,1456.7,1397.5
1B,20,1,1,1B2011,1BB020C1-MACD_1,52,0.2,16APSK,0.8,3,148.3364,1456.7,1397.5
1B,20,2,4,1B2024,1BB020C2-MACD_4,46,0.1,16APSK,0.8,3,131.2206615,883.4,841
1A,21,1,5,1A2115,1AB021C1-MACD_5,52,0.2,32APSK,0.8,4.1,205.977,214.2,206
1B,21,1,3,1B2113,1BB021C1-MACD_3,15,0.1,32APSK,0.8,4.1,59.41644231,61.8,59.4
1A,22,1,1,1A2211,1AB022C1-MACD_1,36,0.1,32APSK,0.8,4,136.78515,268.8,258.4
1A,22,1,2,1A2212,1AB022C1-MACD_2,32,0.1,32APSK,0.8,4,121.5868,268.8,258.4
1B,22,1,1,1B2211,1BB022C1-MACD_1,15,0.1,32APSK,0.8,4.1,59.41644231,61.8,59.4
1A,23,1,3,1A2313,1AB023C1-MACD_3,52,0.1,32APSK,0.8,4.1,205.977,420.2,396
1A,23,1,4,1A2314,1AB023C1-MACD_4,50,0.1,32APSK,0.8,4.1,189.979375,420.2,396
1B,23,1,2,1B2312,1BB023C1-MACD_2,50,0.1,32APSK,0.8,4,189.979375,197.6,190
1A,24,2,5,1A2425,1AB024C2-MACD_5,52,0.1,32APSK,0.8,4,197.57855,1566.6,1506.1
1A,24,2,6,1A2426,1AB024C2-MACD_6,52,0.1,32APSK,0.8,4,197.57855,1566.6,1506.1
1A,24,1,6,1A2416,1AB024C1-MACD_6,49,0.1,32APSK,0.8,4,186.1797875,773.4,744.4
1A,24,1,7,1A2417,1AB024C1-MACD_7,49,0.1,32APSK,0.8,4,174.4821683,773.4,744.4
1A,24,1,8,1A2418,1AB024C1-MACD_8,49,0.1,32APSK,0.8,4,174.4821683,773.4,744.4
1A,24,1,5,1A2415,1AB024C1-MACD_5,52,0.2,32APSK,0.8,3.7,185.16475,773.4,744.4
1A,24,2,1,1A2421,1AB024C2-MACD_1,52,0.2,32APSK,0.8,3.7,185.16475,1566.6,1506.1
1A,24,2,2,1A2422,1AB024C2-MACD_2,52,0.1,32APSK,0.8,3.7,185.16475,1566.6,1506.1
1A,24,2,3,1A2423,1AB024C2-MACD_3,52,0.1,32APSK,0.8,3.7,185.16475,1566.6,1506.1
1A,24,2,4,1A2424,1AB024C2-MACD_4,52,0.1,32APSK,0.8,3.7,185.16475,1566.6,1506.1
1A,24,2,7,1A2427,1AB024C2-MACD_7,52,0.1,32APSK,0.8,3.7,185.16475,1566.6,1506.1
1A,24,2,8,1A2428,1AB024C2-MACD_8,52,0.1,32APSK,0.8,3.7,176.15715,1566.6,1506.1
1B,24,1,4,1B2414,1BB024C1-MACD_4,52,0.2,32APSK,0.8,4.1,205.977,419.7,403.6
1B,24,1,3,1B2413,1BB024C1-MACD_3,52,0.2,32APSK,0.8,4,197.57855,419.7,403.6
1B,24,2,5,1B2425,1BB024C2-MACD_5,52,0.1,32APSK,0.8,4,197.57855,1592.4,1531
1B,24,2,6,1B2426,1BB024C2-MACD_6,52,0.1,32APSK,0.8,4,197.57855,1592.4,1531
1B,24,2,7,1B2427,1BB024C2-MACD_7,52,0.1,32APSK,0.8,4,185.16475,1592.4,1531
1B,24,2,8,1B2428,1BB024C2-MACD_8,52,0.1,32APSK,0.8,4,185.16475,1592.4,1531
1B,24,2,1,1B2421,1BB024C2-MACD_1,52,0.2,32APSK,0.8,3.7,185.16475,1592.4,1531
1B,24,2,2,1B2422,1BB024C2-MACD_2,52,0.1,32APSK,0.8,3.7,185.16475,1592.4,1531
1B,24,2,3,1B2423,1BB024C2-MACD_3,52,0.1,32APSK,0.8,3.7,185.16475,1592.4,1531
1B,24,2,4,1B2424,1BB024C2-MACD_4,52,0.1,32APSK,0.8,3.7,185.16475,1592.4,1531
1A,25,1,4,1A2514,1AB025C1-MACD_4,51,0.1,32APSK,0.8,4,181.6038894,1125,1102
1A,25,1,2,1A2512,1AB025C1-MACD_2,51,0.1,32APSK,0.8,3.7,181.6038894,1125,1102
1A,25,1,3,1A2513,1AB025C1-MACD_3,51,0.1,32APSK,0.8,3.7,181.6038894,1125,1102
1A,25,1,5,1A2515,1AB025C1-MACD_5,51,0.1,32APSK,0.8,3.7,181.6038894,1125,1102
1A,25,1,6,1A2516,1AB025C1-MACD_6,50,0.1,32APSK,0.8,3.7,178.0430288,1125,1102
1A,25,1,1,1A2511,1AB025C1-MACD_1,52,0.1,16APSK,0.8,3.3,171.6,1125,1102
1B,25,1,2,1B2512,1BB025C1-MACD_2,49,0.1,32APSK,0.8,4,174.4821683,1054.6,1029.1
1B,25,1,3,1B2513,1BB025C1-MACD_3,49,0.1,32APSK,0.8,4,174.4821683,1054.6,1029.1
1B,25,1,4,1B2514,1BB025C1-MACD_4,49,0.1,32APSK,0.8,3.7,174.4821683,1054.6,1029.1
1B,25,1,1,1B2511,1BB025C1-MACD_1,50,0.1,16APSK,0.8,3.3,165,1054.6,1029.1
1B,25,1,5,1B2515,1BB025C1-MACD_5,49,0.1,16APSK,0.8,3.3,161.7,1054.6,1029.1
1B,25,1,6,1B2516,1BB025C1-MACD_6,43,0.1,32APSK,0.8,3.7,153.1170048,1054.6,1029.1
1A,26,1,3,1A2613,1AB026C1-MACD_3,52,0.2,32APSK,0.8,4.1,197.57855,214.2,197.6
1B,26,1,2,1B2612,1BB026C1-MACD_2,52,0.2,32APSK,0.8,4.1,197.57855,214.2,197.6
1A,27,1,6,1A2716,1AB027C1-MACD_6,46,0.1,32APSK,0.8,4,174.781025,526.2,506
1A,27,1,7,1A2717,1AB027C1-MACD_7,45,0.1,32APSK,0.8,4,170.9814375,526.2,506
1A,27,1,8,1A2718,1AB027C1-MACD_8,45,0.1,32APSK,0.8,3.7,160.238726,526.2,506
1B,27,1,7,1B2717,1BB027C1-MACD_7,42,0.1,32APSK,0.8,3.7,149.5561442,307.3,295.6
1B,27,1,8,1B2718,1BB027C1-MACD_8,41,0.1,32APSK,0.8,3.7,145.9952837,307.3,295.6
1A,28,2,3,1A2823,1AB028C2-MACD_3,52,0.2,32APSK,0.8,4,185.16475,205.5,197.6
1A,28,1,1,1A2811,1AB028C1-MACD_1,52,0.2,16APSK,0.9,3.5,165.0092,1341.6,1262.3
1A,28,1,5,1A2815,1AB028C1-MACD_5,48,0.1,32APSK,0.8,3.7,162.6066,1341.6,1262.3
1A,28,1,7,1A2817,1AB028C1-MACD_7,47,0.1,32APSK,0.8,3.7,159.2189625,1341.6,1262.3
1A,28,1,4,1A2814,1AB028C1-MACD_4,48,0.1,16APSK,0.9,3.5,162.6066,1341.6,1262.3
1A,28,1,6,1A2816,1AB028C1-MACD_6,47,0.1,16APSK,0.9,3.5,159.2189625,1341.6,1262.3
1A,28,1,2,1A2812,1AB028C1-MACD_2,52,0.2,16APSK,0.8,3.2,158.28115,1341.6,1262.3
1A,28,1,3,1A2813,1AB028C1-MACD_3,48,0.1,16APSK,0.8,3.3,152.3161846,1341.6,1262.3
1A,28,1,8,1A2818,1AB028C1-MACD_8,47,0.1,16APSK,0.8,3.2,143.0618087,1341.6,1262.3
1B,28,1,3,1B2813,1BB028C1-MACD_3,52,0.2,32APSK,0.8,4.1,205.977,839.4,815.5
1B,28,1,4,1B2814,1BB028C1-MACD_4,52,0.2,32APSK,0.8,4.1,197.57855,839.4,815.5
1B,28,1,1,1B2811,1BB028C1-MACD_1,52,0.2,32APSK,0.8,4,197.57855,839.4,815.5
1B,28,1,2,1B2812,1BB028C1-MACD_2,52,0.2,32APSK,0.8,4,197.57855,839.4,815.5
1B,28,2,3,1B2823,1BB028C2-MACD_3,52,0.2,32APSK,0.8,3.7,185.16475,192.6,185.2
1A,29,1,6,1A2916,1AB029C1-MACD_6,52,0.1,32APSK,0.8,4,197.57855,1579.5,1518.6
1A,29,1,7,1A2917,1AB029C1-MACD_7,52,0.1,32APSK,0.8,4,197.57855,1579.5,1518.6
1A,29,1,8,1A2918,1AB029C1-MACD_8,52,0.1,32APSK,0.8,4,197.57855,1579.5,1518.6
1A,29,1,1,1A2911,1AB029C1-MACD_1,52,0.2,32APSK,0.8,3.7,185.16475,1579.5,1518.6
1A,29,1,2,1A2912,1AB029C1-MACD_2,52,0.1,32APSK,0.8,3.7,185.16475,1579.5,1518.6
1A,29,1,3,1A2913,1AB029C1-MACD_3,52,0.1,32APSK,0.8,3.7,185.16475,1579.5,1518.6
1A,29,1,4,1A2914,1AB029C1-MACD_4,52,0.1,32APSK,0.8,3.7,185.16475,1579.5,1518.6
1A,29,1,5,1A2915,1AB029C1-MACD_5,52,0.1,32APSK,0.8,3.7,185.16475,1579.5,1518.6
1B,29,1,7,1B2917,1BB029C1-MACD_7,52,0.1,32APSK,0.8,4,197.57855,1547.8,1479.1
1B,29,1,8,1B2918,1BB029C1-MACD_8,52,0.1,32APSK,0.8,4,197.57855,1547.8,1479.1
1B,29,1,1,1B2911,1BB029C1-MACD_1,52,0.1,32APSK,0.8,3.7,185.16475,1547.8,1479.1
1B,29,1,2,1B2912,1BB029C1-MACD_2,52,0.1,32APSK,0.8,3.7,176.15715,1547.8,1479.1
1B,29,1,5,1B2915,1BB029C1-MACD_5,52,0.1,32APSK,0.8,3.7,176.15715,1547.8,1479.1
1B,29,1,6,1B2916,1BB029C1-MACD_6,52,0.1,32APSK,0.8,3.7,185.16475,1547.8,1479.1
1B,29,1,3,1B2913,1BB029C1-MACD_3,52,0.1,16APSK,0.9,3.5,176.15715,1547.8,1479.1
1B,29,1,4,1B2914,1BB029C1-MACD_4,52,0.1,16APSK,0.9,3.5,176.15715,1547.8,1479.1
1A,30,1,6,1A3016,1AB030C1-MACD_6,52,0.1,32APSK,0.8,4,205.5,403.1,404
1A,30,1,7,1A3017,1AB030C1-MACD_7,50,0.1,32APSK,0.8,4,197.6,403.1,404
1B,30,1,6,1B3016,1BB030C1-MACD_6,50,0.1,32APSK,0.8,4,189.979375,197.6,190
1A,31,1,7,1A3117,1AB031C1-MACD_7,52,0.1,32APSK,0.9,4.4,219.8927,448.6,431.3
1A,31,1,8,1A3118,1AB031C1-MACD_8,50,0.1,32APSK,0.9,4.4,211.4352885,448.6,431.3
1B,31,1,4,1B3114,1BB031C1-MACD_4,52,0.2,32APSK,0.8,4.1,205.977,214.2,206
1A,32,1,2,1A3212,1AB032C1-MACD_2,42,0.1,32APSK,0.8,3.7,149.5561442,567,552.5
1A,32,1,3,1A3213,1AB032C1-MACD_3,42,0.1,16APSK,0.9,3.5,142.280775,567,552.5
1A,32,1,4,1A3214,1AB032C1-MACD_4,42,0.1,16APSK,0.8,3.2,127.8424673,567,552.5
1A,32,1,1,1A3211,1AB032C1-MACD_1,44,0.1,16APSK,0.8,3,125.5154154,567,552.5
1B,32,1,2,1B3212,1BB032C1-MACD_2,39,0.1,32APSK,0.8,3.7,138.8735625,411.7,397.6
1B,32,1,3,1B3213,1BB032C1-MACD_3,38,0.1,32APSK,0.8,3.7,135.3127019,411.7,397.6
1B,32,1,1,1B3211,1BB032C1-MACD_1,40,0.1,16APSK,0.8,3.2,114.1049231,411.7,397.6
1A,33,1,7,1A3317,1AB033C1-MACD_7,52,0.1,32APSK,0.8,4,197.57855,403.1,387.6
1A,33,1,8,1A3318,1AB033C1-MACD_8,50,0.1,32APSK,0.8,4,189.979375,403.1,387.6
1A,33,2,6,1A3326,1AB033C2-MACD_6,51,0.1,32APSK,0.8,3.7,181.6038894,1409,1335.1
1A,33,2,7,1A3327,1AB033C2-MACD_7,51,0.1,32APSK,0.8,3.7,181.6038894,1409,1335.1
1A,33,2,8,1A3328,1AB033C2-MACD_8,51,0.1,32APSK,0.8,3.7,181.6038894,1409,1335.1
1A,33,2,5,1A3325,1AB033C2-MACD_5,51,0.1,16APSK,0.9,3.5,172.7695125,1409,1335.1
1A,33,2,2,1A3322,1AB033C2-MACD_2,51,0.1,16APSK,0.8,3.3,161.8359462,1409,1335.1
1A,33,2,3,1A3323,1AB033C2-MACD_3,51,0.1,16APSK,0.8,3.3,161.8359462,1409,1335.1
1A,33,2,1,1A3321,1AB033C2-MACD_1,52,0.1,16APSK,0.8,3.2,148.3364,1409,1335.1
1A,33,2,4,1A3324,1AB033C2-MACD_4,51,0.1,16APSK,0.8,3.2,155.2372817,1409,1335.1
